1.000000E+00	0.000000E+00
1.100000E+01	2.343999E-05
2.100000E+01	1.694505E-04
3.100000E+01	-1.229941E-04
4.100000E+01	-5.791062E-05
5.100000E+01	4.655301E-05
6.100000E+01	2.923837E-05
7.100000E+01	2.609818E-05
8.100000E+01	2.172772E-05
9.100000E+01	1.797416E-05
1.010000E+02	1.321497E-05
1.110000E+02	2.040765E-05
1.210000E+02	1.712043E-05
1.310000E+02	1.302382E-05
1.410000E+02	1.078472E-05
1.510000E+02	9.190112E-06
1.610000E+02	8.518900E-06
1.710000E+02	7.162484E-06
1.810000E+02	4.681354E-06
1.910000E+02	2.216917E-06
2.010000E+02	2.461058E-06
2.110000E+02	3.264690E-07
2.210000E+02	-7.750053E-07
2.310000E+02	-3.544656E-06
2.410000E+02	-3.561049E-06
2.510000E+02	-1.437376E-06
2.610000E+02	-1.325969E-06
2.710000E+02	-1.047613E-06
2.810000E+02	5.586092E-07
2.910000E+02	1.494228E-06
3.010000E+02	8.939213E-07
3.110000E+02	1.026332E-06
3.210000E+02	6.524579E-07
3.310000E+02	7.390312E-07
3.410000E+02	1.345643E-06
3.510000E+02	8.011482E-07
3.610000E+02	8.413973E-07
3.710000E+02	1.102224E-06
3.810000E+02	1.350850E-06
3.910000E+02	8.620507E-07
4.010000E+02	1.563757E-07
4.110000E+02	2.520093E-07
4.210000E+02	-2.944090E-07
4.310000E+02	-1.898917E-07
4.410000E+02	2.104827E-07
4.510000E+02	-6.130740E-08
4.610000E+02	-5.818355E-07
4.710000E+02	-4.038828E-07
4.810000E+02	-4.832691E-07
4.910000E+02	-4.796401E-07
5.010000E+02	-4.622341E-07
5.110000E+02	-1.312163E-07
5.210000E+02	1.507828E-09
5.310000E+02	-3.989972E-08
5.410000E+02	1.550154E-08
5.510000E+02	9.902919E-08
5.610000E+02	2.117305E-07
5.710000E+02	4.127328E-07
5.810000E+02	4.151228E-07
5.910000E+02	4.308383E-07
6.010000E+02	4.367162E-07
6.110000E+02	4.684893E-07
6.210000E+02	8.300860E-07
